,preserve,discover,total
330,0.5,0.5,0.5
676,0.0,0.0,0.0
1622,0.3333333333333333,0.3333333333333333,0.3333333333333333
1038,0.6666666666666666,0.0,0.3333333333333333
1433,0.0,0.0,0.0
1769,0.0,0.0,0.0
159,0.0,0.5,0.3333333333333333
428,0.5,0.5,0.5
1003,0.6666666666666666,0.0,0.3333333333333333
1028,0.0,0.0,0.0
220,0.3333333333333333,0.3333333333333333,0.3333333333333333
1203,0.5,0.0,0.25
1665,0.0,0.0,0.0
2046,0.0,0.0,0.0
950,0.0,0.0,0.0
2361,0.0,0.5,0.25
1698,0.0,0.3333333333333333,0.16666666666666666
1988,0.0,0.0,0.0
161,0.0,0.5,0.3333333333333333
1559,0.0,0.0,0.0
749,0.0,0.5,0.25
2545,1.0,0.0,0.5
443,0.0,0.3333333333333333,0.2
424,0.0,0.5,0.25
394,0.0,0.5,0.25
765,0.0,0.0,0.0
87,0.0,0.3333333333333333,0.16666666666666666
1995,0.0,0.0,0.0
1959,0.0,0.0,0.0
289,0.0,0.3333333333333333,0.2
1293,0.3333333333333333,0.3333333333333333,0.3333333333333333
1188,0.0,0.0,0.0
256,0.0,0.0,0.0
1629,0.0,0.6666666666666666,0.3333333333333333
1143,0.3333333333333333,0.3333333333333333,0.3333333333333333
403,1.0,0.0,0.5
2044,0.6666666666666666,0.0,0.3333333333333333
248,0.5,0.0,0.25
2447,0.3333333333333333,0.3333333333333333,0.3333333333333333
1993,0.0,0.0,0.0
131,0.0,0.5,0.3333333333333333
876,0.0,0.3333333333333333,0.16666666666666666
1705,0.5,0.0,0.2
693,0.0,0.3333333333333333,0.2
652,0.0,0.6666666666666666,0.3333333333333333
2123,0.3333333333333333,0.0,0.16666666666666666
596,0.0,0.0,0.0
231,0.0,0.0,0.0
40,1.0,0.5,0.6666666666666666
659,0.0,0.5,0.25
1704,0.0,0.0,0.0
2251,0.0,0.5,0.25
94,0.0,0.5,0.3333333333333333
1763,0.0,0.3333333333333333,0.2
2278,1.0,0.0,0.5
2109,0.0,0.3333333333333333,0.16666666666666666
1090,0.0,0.0,0.0
514,0.0,0.0,0.0
1240,0.0,0.0,0.0
1009,0.3333333333333333,0.0,0.16666666666666666
1365,1.0,0.3333333333333333,0.6666666666666666
1425,0.0,0.0,0.0
98,0.3333333333333333,0.0,0.16666666666666666
704,0.0,0.0,0.0
1481,0.0,0.3333333333333333,0.2
327,1.0,0.0,0.5
2523,0.5,0.3333333333333333,0.4
2335,0.3333333333333333,0.3333333333333333,0.3333333333333333
2161,0.3333333333333333,0.0,0.16666666666666666
1472,0.0,0.0,0.0
1684,0.0,0.3333333333333333,0.16666666666666666
340,0.3333333333333333,0.3333333333333333,0.3333333333333333
105,0.0,0.0,0.0
882,0.0,0.0,0.0
2280,0.0,0.0,0.0
696,0.0,0.6666666666666666,0.3333333333333333
806,1.0,0.5,0.6666666666666666
444,0.3333333333333333,0.0,0.16666666666666666
985,0.0,0.0,0.0
521,0.0,0.0,0.0
1909,0.0,0.0,0.0
1894,0.5,0.3333333333333333,0.4
420,1.0,0.0,0.5
501,0.0,0.5,0.3333333333333333
840,0.0,0.0,0.0
2043,0.0,0.0,0.0
1945,0.6666666666666666,0.0,0.3333333333333333
1260,0.0,0.0,0.0
1264,0.5,0.0,0.2
268,0.5,0.0,0.25
1463,0.0,1.0,0.6666666666666666
2063,0.0,0.0,0.0
2091,0.0,0.3333333333333333,0.2
399,0.0,0.3333333333333333,0.2
719,0.0,0.0,0.0
100,0.5,0.0,0.25
2126,0.0,0.0,0.0
2238,0.0,0.0,0.0
1251,0.0,0.0,0.0
1850,0.5,0.0,0.2
1963,0.0,0.6666666666666666,0.3333333333333333
2324,0.0,0.5,0.3333333333333333
48,1.0,0.5,0.6666666666666666
389,0.0,0.3333333333333333,0.2
2410,0.0,0.0,0.0
660,0.0,0.0,0.0
2443,0.3333333333333333,0.0,0.16666666666666666
2298,0.0,0.0,0.0
1343,0.5,1.0,0.75
2486,0.0,0.0,0.0
360,0.0,0.0,0.0
788,0.0,0.0,0.0
1926,0.0,0.3333333333333333,0.2
2179,0.0,0.0,0.0
493,0.0,0.5,0.25
1733,0.5,0.0,0.2
1464,0.0,0.5,0.3333333333333333
206,0.0,0.0,0.0
163,0.0,0.5,0.3333333333333333
2580,0.3333333333333333,0.0,0.16666666666666666
182,0.0,0.3333333333333333,0.16666666666666666
2596,0.0,0.0,0.0
1462,0.0,0.0,0.0
1539,0.3333333333333333,0.3333333333333333,0.3333333333333333
1359,0.0,0.6666666666666666,0.4
2231,0.0,0.0,0.0
34,0.0,0.5,0.3333333333333333
2374,0.0,0.0,0.0
286,1.0,0.0,0.3333333333333333
958,0.5,0.0,0.25
1737,1.0,0.0,0.5
2502,0.0,0.0,0.0
2490,0.0,0.5,0.25
1759,0.0,0.0,0.0
2397,0.0,0.0,0.0
858,0.0,0.3333333333333333,0.16666666666666666
1691,0.3333333333333333,0.0,0.16666666666666666
367,0.0,0.0,0.0
1473,0.5,0.0,0.25
2575,0.3333333333333333,0.0,0.16666666666666666
1644,0.3333333333333333,0.0,0.16666666666666666
2203,0.5,0.6666666666666666,0.6
1875,0.0,0.3333333333333333,0.16666666666666666
1120,0.0,0.0,0.0
2357,0.0,1.0,0.6666666666666666
186,0.0,0.3333333333333333,0.16666666666666666
1378,1.0,0.0,0.3333333333333333
257,1.0,0.0,0.3333333333333333
1542,0.0,0.0,0.0
867,0.0,0.0,0.0
2026,0.0,0.5,0.3333333333333333
831,0.0,0.0,0.0
587,0.0,0.0,0.0
1854,1.0,0.6666666666666666,0.8
2435,0.0,0.0,0.0
905,0.0,0.3333333333333333,0.16666666666666666
2482,0.0,0.5,0.25
543,0.0,0.0,0.0
1325,0.5,0.0,0.2
92,0.0,0.0,0.0
1623,0.3333333333333333,0.0,0.16666666666666666
1628,0.3333333333333333,0.3333333333333333,0.3333333333333333
189,0.0,0.0,0.0
1002,0.3333333333333333,0.3333333333333333,0.3333333333333333
2509,0.3333333333333333,0.0,0.16666666666666666
1281,0.0,0.5,0.3333333333333333
854,0.0,0.5,0.25
1379,0.5,0.0,0.2
829,0.5,0.0,0.2
1686,0.0,0.6666666666666666,0.3333333333333333
2139,0.0,0.3333333333333333,0.2
1895,0.0,0.3333333333333333,0.16666666666666666
1205,0.0,0.0,0.0
2350,0.0,0.5,0.3333333333333333
1990,0.3333333333333333,0.0,0.16666666666666666
1832,0.0,1.0,0.5
550,0.0,0.0,0.0
957,0.5,0.0,0.25
1666,0.0,0.3333333333333333,0.16666666666666666
2602,0.5,0.0,0.25
1323,1.0,0.3333333333333333,0.6
2214,0.0,0.5,0.25
1997,0.0,0.6666666666666666,0.3333333333333333
1255,0.0,0.5,0.3333333333333333
1105,0.0,0.0,0.0
1124,0.0,0.5,0.3333333333333333
2211,0.6666666666666666,0.0,0.3333333333333333
2337,0.0,0.0,0.0
2537,0.3333333333333333,0.0,0.16666666666666666
770,0.3333333333333333,0.0,0.16666666666666666
391,1.0,0.0,0.3333333333333333
1708,0.0,0.0,0.0
786,0.3333333333333333,0.0,0.16666666666666666
2288,0.5,0.0,0.2
522,1.0,0.0,0.3333333333333333
1916,0.0,0.0,0.0
1423,0.0,0.0,0.0
2000,0.0,0.0,0.0
2248,0.5,0.0,0.25
2039,0.0,0.0,0.0
524,0.0,0.0,0.0
2310,0.0,0.0,0.0
109,0.0,0.0,0.0
847,0.0,0.0,0.0
457,0.0,0.3333333333333333,0.16666666666666666
1248,0.0,0.0,0.0
1972,0.5,0.0,0.25
1962,0.3333333333333333,0.3333333333333333,0.3333333333333333
1732,0.0,0.0,0.0
1045,0.0,0.0,0.0
891,1.0,0.0,0.4
33,0.3333333333333333,0.0,0.16666666666666666
2309,0.3333333333333333,0.0,0.16666666666666666
319,0.0,0.5,0.3333333333333333
1158,0.0,0.3333333333333333,0.16666666666666666
1954,0.0,0.0,0.0
1492,0.0,0.6666666666666666,0.4
523,0.0,0.0,0.0
2445,0.0,0.0,0.0
2267,0.3333333333333333,0.3333333333333333,0.3333333333333333
1054,0.0,0.0,0.0
2144,0.0,0.0,0.0
44,0.0,0.0,0.0
2610,1.0,0.0,0.5
686,0.0,0.0,0.0
375,0.0,0.0,0.0
218,0.5,0.0,0.2
1949,0.0,0.6666666666666666,0.3333333333333333
1215,0.0,0.0,0.0
1662,0.3333333333333333,0.0,0.16666666666666666
767,0.0,0.3333333333333333,0.16666666666666666
1946,0.0,0.0,0.0
101,0.3333333333333333,0.3333333333333333,0.3333333333333333
2539,0.0,0.3333333333333333,0.2
528,0.0,0.0,0.0
237,0.0,0.5,0.3333333333333333
535,0.0,0.0,0.0
1428,0.0,0.0,0.0
1418,0.6666666666666666,0.3333333333333333,0.5
999,0.0,0.0,0.0
1412,0.0,0.0,0.0
1024,0.0,1.0,0.5
516,0.0,0.6666666666666666,0.3333333333333333
275,1.0,0.5,0.6666666666666666
2247,0.0,0.5,0.25
2194,0.0,0.0,0.0
1166,0.0,0.0,0.0
1985,0.0,0.0,0.0
1853,0.0,0.0,0.0
2185,0.0,0.3333333333333333,0.2
730,0.0,0.0,0.0
1991,0.0,0.3333333333333333,0.16666666666666666
1242,0.3333333333333333,0.3333333333333333,0.3333333333333333
2347,0.0,0.5,0.25
1620,0.0,0.0,0.0
2180,0.0,0.0,0.0
2565,0.5,0.5,0.5
2155,0.0,0.0,0.0
1970,0.5,0.0,0.25
807,0.0,0.0,0.0
1636,0.0,0.0,0.0
1313,0.0,1.0,0.5
2315,0.0,0.0,0.0
2381,0.0,0.0,0.0
1209,0.3333333333333333,0.0,0.16666666666666666
294,0.5,0.0,0.2
2376,0.6666666666666666,0.3333333333333333,0.5
1466,0.0,0.0,0.0
472,0.0,0.0,0.0
1198,0.5,0.3333333333333333,0.4
692,0.3333333333333333,0.0,0.16666666666666666
1396,0.0,0.5,0.25
364,0.0,0.0,0.0
2562,0.0,0.0,0.0
2219,1.0,0.5,0.6666666666666666
1808,0.0,0.0,0.0
1682,0.0,0.3333333333333333,0.16666666666666666
2389,0.0,0.3333333333333333,0.16666666666666666
2272,0.0,0.5,0.25
647,0.5,0.3333333333333333,0.4
1736,0.3333333333333333,0.0,0.16666666666666666
1933,0.5,0.0,0.25
2429,0.0,0.6666666666666666,0.4
1041,0.0,0.0,0.0
1487,0.0,0.3333333333333333,0.2
1408,0.0,0.0,0.0
448,0.0,0.0,0.0
1193,0.3333333333333333,0.0,0.16666666666666666
952,0.0,1.0,0.5
1190,0.0,0.0,0.0
2228,0.0,0.5,0.25
1766,0.0,0.0,0.0
1445,0.0,0.0,0.0
1299,0.3333333333333333,0.3333333333333333,0.3333333333333333
1228,0.0,0.0,0.0
2522,0.0,0.5,0.25
1534,0.3333333333333333,0.0,0.16666666666666666
986,0.0,0.0,0.0
996,0.0,0.0,0.0
2366,0.0,0.5,0.3333333333333333
1965,0.0,0.6666666666666666,0.3333333333333333
1151,0.3333333333333333,0.0,0.16666666666666666
1480,0.5,0.0,0.2
143,0.0,0.0,0.0
900,0.3333333333333333,0.3333333333333333,0.3333333333333333
1924,0.5,0.3333333333333333,0.4
423,0.0,0.0,0.0
728,0.0,0.3333333333333333,0.16666666666666666
2168,0.0,0.5,0.25
1239,0.0,0.6666666666666666,0.3333333333333333
171,0.0,0.0,0.0
2339,0.3333333333333333,0.3333333333333333,0.3333333333333333
594,0.0,0.0,0.0
170,0.0,0.0,0.0
2013,0.0,0.0,0.0
1862,0.0,0.0,0.0
1022,0.5,0.0,0.25
1140,0.5,1.0,0.75
1194,0.0,0.3333333333333333,0.2
2406,0.5,0.0,0.2
1711,0.0,0.0,0.0
2368,0.3333333333333333,0.3333333333333333,0.3333333333333333
1992,0.0,0.3333333333333333,0.2
793,0.5,0.0,0.25
1581,0.0,0.0,0.0
246,0.5,0.0,0.25
2331,1.0,0.0,0.3333333333333333
479,0.3333333333333333,0.6666666666666666,0.5
1525,0.0,0.0,0.0
855,0.0,0.3333333333333333,0.16666666666666666
1034,0.5,0.0,0.2
1675,0.0,0.3333333333333333,0.16666666666666666
1828,1.0,0.3333333333333333,0.6666666666666666
1994,0.0,0.0,0.0
465,0.0,0.3333333333333333,0.16666666666666666
1023,0.5,0.5,0.5
892,0.0,0.3333333333333333,0.2
949,0.0,0.0,0.0
1781,0.0,0.0,0.0
7,0.0,1.0,0.5
348,0.0,0.0,0.0
1503,0.3333333333333333,0.0,0.16666666666666666
1168,0.0,0.0,0.0
2469,0.0,0.3333333333333333,0.2
818,0.0,0.0,0.0
1426,0.0,0.0,0.0
1094,0.3333333333333333,0.0,0.16666666666666666
405,0.0,0.5,0.25
2332,1.0,0.0,0.3333333333333333
1917,0.0,0.0,0.0
1360,1.0,0.0,0.3333333333333333
2233,0.3333333333333333,0.0,0.16666666666666666
1256,0.6666666666666666,0.0,0.3333333333333333
771,0.5,0.0,0.2
1774,0.0,0.0,0.0
794,0.0,0.3333333333333333,0.16666666666666666
2071,0.0,0.0,0.0
1404,0.0,0.0,0.0
1551,0.0,0.0,0.0
579,0.0,0.0,0.0
1574,0.0,0.0,0.0
979,0.3333333333333333,0.3333333333333333,0.3333333333333333
1282,0.0,0.0,0.0
1361,0.5,0.3333333333333333,0.4
427,0.0,0.3333333333333333,0.16666666666666666
1424,0.0,0.5,0.25
1451,0.0,0.5,0.25
1387,0.0,0.0,0.0
168,0.0,0.0,0.0
1478,0.0,0.5,0.3333333333333333
1303,0.0,0.5,0.3333333333333333
1048,0.0,0.0,0.0
1883,0.3333333333333333,0.0,0.16666666666666666
274,0.5,0.5,0.5
2296,0.0,0.0,0.0
2353,0.0,0.0,0.0
2475,0.0,0.6666666666666666,0.3333333333333333
1618,0.0,0.0,0.0
383,0.0,0.0,0.0
1987,0.3333333333333333,0.0,0.16666666666666666
1419,0.5,0.0,0.25
132,0.0,0.3333333333333333,0.16666666666666666
1771,1.0,0.5,0.6666666666666666
200,0.0,0.0,0.0
73,0.0,0.0,0.0
2093,0.0,0.0,0.0
1104,0.3333333333333333,0.0,0.16666666666666666
2338,0.0,0.0,0.0
107,0.0,0.0,0.0
2306,0.0,0.0,0.0
2555,0.5,0.0,0.2
1900,0.0,0.0,0.0
376,0.0,0.3333333333333333,0.16666666666666666
223,0.0,0.3333333333333333,0.2
942,0.6666666666666666,0.0,0.3333333333333333
407,0.0,0.5,0.25
1565,0.0,0.0,0.0
95,1.0,0.0,0.3333333333333333
1700,0.0,0.0,0.0
1833,0.0,1.0,0.5
1626,0.0,0.0,0.0
296,0.6666666666666666,0.0,0.3333333333333333
31,0.5,0.3333333333333333,0.4
2308,0.0,0.0,0.0
2299,0.0,0.0,0.0
619,0.3333333333333333,0.0,0.16666666666666666
901,0.0,0.5,0.25
1953,0.0,0.0,0.0
382,0.0,0.0,0.0
520,0.5,0.0,0.25
359,0.5,0.3333333333333333,0.4
234,0.0,0.0,0.0
488,1.0,0.0,0.4
569,0.0,0.0,0.0
762,0.5,0.0,0.2
2556,0.3333333333333333,0.3333333333333333,0.3333333333333333
213,0.0,0.6666666666666666,0.4
1803,0.0,0.3333333333333333,0.16666666666666666
