,preserve,discover,total
778,0.5,0.0,0.2
2053,0.0,0.0,0.0
1095,0.0,0.3333333333333333,0.16666666666666666
1521,0.5,0.3333333333333333,0.4
1247,0.0,0.0,0.0
1291,0.5,0.0,0.25
1048,0.0,0.0,0.0
731,0.0,0.0,0.0
2346,0.6666666666666666,0.3333333333333333,0.5
63,0.5,0.3333333333333333,0.4
1546,0.5,0.0,0.2
518,0.0,0.0,0.0
939,0.0,0.0,0.0
1105,0.0,0.0,0.0
1375,0.0,0.3333333333333333,0.2
1592,0.0,0.0,0.0
663,0.0,0.5,0.3333333333333333
501,0.0,0.0,0.0
657,0.0,0.0,0.0
2294,0.3333333333333333,0.0,0.16666666666666666
2317,0.5,0.5,0.5
1906,0.0,0.0,0.0
2215,0.0,0.5,0.3333333333333333
1153,0.0,0.0,0.0
272,0.0,0.5,0.25
2113,0.3333333333333333,0.3333333333333333,0.3333333333333333
137,0.0,0.0,0.0
916,0.3333333333333333,0.0,0.16666666666666666
658,0.0,0.0,0.0
187,0.0,0.0,0.0
43,0.0,1.0,0.6666666666666666
1971,0.0,0.5,0.25
965,0.0,0.3333333333333333,0.16666666666666666
190,0.0,0.0,0.0
2148,0.3333333333333333,0.0,0.16666666666666666
2311,0.0,0.0,0.0
1417,0.0,0.0,0.0
1663,0.0,0.0,0.0
1578,0.0,0.0,0.0
923,0.0,0.0,0.0
2371,0.3333333333333333,0.0,0.16666666666666666
2385,0.0,0.0,0.0
1585,0.0,0.0,0.0
1319,0.5,0.0,0.2
253,0.3333333333333333,0.0,0.16666666666666666
767,0.0,1.0,0.5
1321,0.0,0.0,0.0
1055,0.0,0.0,0.0
2534,0.0,0.3333333333333333,0.16666666666666666
1600,0.0,0.0,0.0
934,0.0,0.0,0.0
2423,0.0,0.0,0.0
525,0.0,0.0,0.0
422,0.0,0.0,0.0
1782,0.3333333333333333,0.3333333333333333,0.3333333333333333
1068,0.0,0.0,0.0
2120,0.0,0.0,0.0
711,0.0,0.0,0.0
789,0.0,0.0,0.0
273,0.0,0.0,0.0
274,0.0,0.0,0.0
1473,0.5,0.0,0.25
1942,0.6666666666666666,0.0,0.3333333333333333
178,0.5,0.3333333333333333,0.4
536,0.0,0.0,0.0
175,0.0,0.0,0.0
1220,0.0,0.0,0.0
315,0.0,0.0,0.0
203,0.0,0.3333333333333333,0.16666666666666666
546,0.5,0.3333333333333333,0.4
1839,0.0,0.0,0.0
850,0.0,0.0,0.0
193,0.0,0.0,0.0
1080,0.0,0.0,0.0
223,0.0,0.0,0.0
438,0.5,0.0,0.25
960,0.5,0.5,0.5
539,0.0,0.0,0.0
1625,0.0,0.0,0.0
2365,0.3333333333333333,0.0,0.16666666666666666
858,0.0,0.3333333333333333,0.16666666666666666
2289,0.0,0.3333333333333333,0.2
404,0.0,0.0,0.0
1453,0.3333333333333333,0.3333333333333333,0.3333333333333333
977,1.0,0.0,0.3333333333333333
454,0.0,0.3333333333333333,0.16666666666666666
1618,0.0,0.3333333333333333,0.16666666666666666
126,0.6666666666666666,0.0,0.3333333333333333
2202,0.0,0.0,0.0
472,0.0,0.3333333333333333,0.16666666666666666
2015,0.0,0.0,0.0
2283,0.0,0.3333333333333333,0.2
2405,0.0,0.3333333333333333,0.2
2484,0.0,0.0,0.0
565,0.0,0.3333333333333333,0.16666666666666666
1017,0.0,0.0,0.0
871,0.0,0.0,0.0
1082,0.0,0.0,0.0
1069,0.0,0.0,0.0
561,0.0,0.5,0.3333333333333333
2500,0.0,0.0,0.0
1895,0.3333333333333333,0.0,0.16666666666666666
2332,0.0,0.5,0.3333333333333333
431,0.0,0.0,0.0
2174,0.0,0.6666666666666666,0.3333333333333333
1825,0.5,0.0,0.2
117,0.5,0.0,0.2
1022,0.5,0.0,0.25
2121,0.0,0.0,0.0
2478,1.0,0.0,0.3333333333333333
2495,0.0,0.5,0.25
1873,0.0,0.0,0.0
1180,0.0,0.0,0.0
2221,0.0,0.5,0.3333333333333333
2399,0.0,0.0,0.0
578,0.0,0.0,0.0
2261,0.0,0.3333333333333333,0.16666666666666666
1462,0.0,0.0,0.0
2486,0.0,0.0,0.0
743,0.0,0.0,0.0
1778,0.0,0.0,0.0
2527,0.0,0.0,0.0
41,0.0,0.0,0.0
1102,0.0,0.0,0.0
2292,0.0,0.5,0.3333333333333333
1991,0.3333333333333333,0.0,0.16666666666666666
1379,0.5,0.0,0.2
714,0.0,0.0,0.0
1978,0.5,0.3333333333333333,0.4
2568,0.0,0.0,0.0
2351,0.0,0.0,0.0
1706,0.0,0.3333333333333333,0.2
2049,0.0,0.0,0.0
1497,0.5,0.0,0.25
307,0.0,0.0,0.0
370,0.0,0.0,0.0
1132,0.0,0.0,0.0
1195,0.0,0.0,0.0
1948,0.0,0.0,0.0
2146,0.5,0.0,0.2
877,0.0,0.0,0.0
981,0.0,0.0,0.0
73,0.0,0.3333333333333333,0.16666666666666666
2407,0.0,0.3333333333333333,0.16666666666666666
1677,0.0,0.3333333333333333,0.16666666666666666
1176,0.0,0.0,0.0
110,0.0,0.0,0.0
2578,0.5,0.5,0.5
1026,0.0,0.0,0.0
105,0.0,0.0,0.0
221,0.0,0.0,0.0
234,0.0,0.3333333333333333,0.2
